,mass_A
t,x
4.7040000000000000,0.0661906700000000
4.7680000000000000,0.0504633700000000
4.8159670000000000,0.0333265700000000
4.8641330000000000,0.0115038800000000
4.9120670000000000,-0.0090791040000000
4.9600670000000000,-0.0318206000000000
5.0079330000000000,-0.0494988900000000
5.0560330000000000,-0.0633642600000000
5.1040000000000000,-0.0724102600000000
5.1679000000000000,-0.0769391600000000
5.2160330000000000,-0.0767158600000000
5.2640330000000000,-0.0678810500000000
5.3121000000000000,-0.0573839300000000
5.3600670000000000,-0.0422016000000000
5.4080330000000000,-0.0232048100000000
5.4559330000000000,-0.0017360760000000
5.5200000000000000,0.0196478200000000
5.5680000000000000,0.0391039900000000
5.6160670000000000,0.0574971900000000
5.6640670000000000,0.0680914600000000
5.7120670000000000,0.0746492900000000
5.7600330000000000,0.0749808700000000
5.8079330000000000,0.0704756800000000
5.8560670000000000,0.0607994800000000
5.9199670000000000,0.0438199500000000
5.9679670000000000,0.0255883400000000
6.0161000000000000,0.0051585800000000
6.0640000000000000,-0.0153222100000000
6.1119000000000000,-0.0342824900000000
6.1599330000000000,-0.0535435200000000
6.2080000000000000,-0.0658488100000000
6.2720670000000000,-0.0723162600000000
6.3200670000000000,-0.0752126700000000
6.3679330000000000,-0.0722103300000000
6.4160000000000000,-0.0649773700000000
6.4640330000000000,-0.0522515700000000
6.5121000000000000,-0.0350920900000000
6.5599670000000000,-0.0153423100000000
6.6079670000000000,0.0055799350000000
6.6719330000000000,0.0260569600000000
6.7199000000000000,0.0443948200000000
6.7680000000000000,0.0603695500000000
6.8160000000000000,0.0694715800000000
6.8641000000000000,0.0758268300000000
6.9119670000000000,0.0745144200000000
6.9600000000000000,0.0662906100000000
7.0079000000000000,0.0530086700000000
7.0720670000000000,0.0368373200000000
7.1200330000000000,0.0175393400000000
7.1679670000000000,-0.0027301410000000
7.2159000000000000,-0.0222501600000000
7.2640330000000000,-0.0431115400000000
7.3120000000000000,-0.0576910900000000
7.3600000000000000,-0.0674223600000000
7.4240330000000000,-0.0726130000000000
7.4719330000000000,-0.0728436000000000
7.5199670000000000,-0.0694257500000000
7.5680000000000000,-0.0608299900000000
7.6159670000000000,-0.0462136400000000
7.6640000000000000,-0.0279929400000000
7.7121000000000000,-0.0083545880000000
7.7600670000000000,0.0126741600000000
7.8240670000000000,0.0321048700000000
7.8720670000000000,0.0490860000000000
7.9200670000000000,0.0628936700000000
7.9679670000000000,0.0696523100000000
8.0159000000000000,0.0741087000000000
8.0639670000000000,0.0682882000000000
8.1119330000000000,0.0607034000000000
8.1760670000000000,0.0453088700000000
8.2240670000000000,0.0276464900000000
8.2720670000000000,0.0086796090000000
8.3200670000000000,-0.0120492800000000
8.3680000000000000,-0.0316521100000000
8.4159000000000000,-0.0479451600000000
8.4641000000000000,-0.0601832300000000
8.5120330000000000,-0.0681310400000000
8.5760000000000000,-0.0717670300000000
8.6240670000000000,-0.0711380000000000
8.6720330000000000,-0.0651497800000000
8.7200000000000000,-0.0539808700000000
8.7679330000000000,-0.0385900100000000
8.8159000000000000,-0.0197477800000000
8.8639000000000000,0.0000309908600000
8.9119330000000000,0.0202538000000000
8.9760330000000000,0.0379322800000000
9.0239670000000000,0.0547233500000000
9.0719000000000000,0.0662582100000000
9.1200000000000000,0.0717322500000000
9.1680330000000000,0.0687986700000000
9.2159670000000000,0.0656773500000000
9.3280330000000000,0.0389684000000000
9.3760330000000000,0.0206785400000000
9.4239330000000000,0.0006107087000000
9.4720330000000000,-0.0191465300000000
9.5200670000000000,-0.0364969400000000
9.5680000000000000,-0.0500719100000000
9.6159000000000000,-0.0605683000000000
9.6639670000000000,-0.0696283100000000
9.7280000000000000,-0.0707798200000000
9.7760330000000000,-0.0689014500000000
9.8239000000000000,-0.0615608500000000
9.8720000000000000,-0.0448565900000000
9.9200000000000000,-0.0291705000000000
9.9679000000000000,-0.0108155300000000
10.0159300000000000,0.0092888310000000
10.0639000000000000,0.0276613400000000
10.1280000000000000,0.0451165900000000
10.1759700000000000,0.0595691600000000
10.2238700000000000,0.0687555700000000
10.2719300000000000,0.0720301700000000
10.3199700000000000,0.0695244600000000
10.3679300000000000,0.0615718700000000
10.4159000000000000,0.0481692600000000
10.4800300000000000,0.0318827500000000
10.5279700000000000,0.0127759200000000
10.5759000000000000,-0.0062460430000000
10.6241000000000000,-0.0251257000000000
10.6720700000000000,-0.0412498500000000
10.7200000000000000,-0.0538282800000000
10.7680300000000000,-0.0622233800000000
10.8159300000000000,-0.0687627300000000
10.8800300000000000,-0.0686455400000000
10.9279300000000000,-0.0602386700000000
10.9759300000000000,-0.0513195300000000
11.0240000000000000,-0.0381486800000000
11.0719300000000000,-0.0213893000000000
11.1199300000000000,-0.0027625330000000
11.1679700000000000,0.0165969400000000
11.2319000000000000,0.0349189600000000
11.2800300000000000,0.0508638400000000
11.3279300000000000,0.0628538500000000
11.3759700000000000,0.0692374900000000
11.4240300000000000,0.0706779500000000
11.4719300000000000,0.0658479700000000
11.5199700000000000,0.0559838100000000
11.5679700000000000,0.0415533000000000
11.6320300000000000,0.0239579400000000
11.6799700000000000,0.0057247230000000
11.7279300000000000,-0.0135248200000000
